duns_number,address,firm_name
869507236,"1964 Mesquite Ave, Lake Havasu City, Arizona (AZ) 86403, United States (USA)","Founders Healthcare LLC, DBA Preferred Homecare"
079713202,"103 Bridger Center Drive, Bozeman, Montana (MT) 59715, United States (USA)",General Distributing Company
027534882,"601 W. Hendrickson Rd., Sequim, Washington (WA) 98382, United States (USA)",Olympic Ambulance Inc. DBA Olympic Oxygen Service
118500234,"1737 Washington St, Oregon City, Oregon (OR) 97045-1066, United States (USA)","AIRGAS USA, LLC"
831563155,"2525 220th Street SE, Suite 101, Bothell, Washington (WA) 98021, United States (USA)",Seattle Children's Hospital
118752453,"2190 Old Salem Rd Ne, Albany, Oregon (OR) 97321, United States (USA)",Bakelite Chemicals LLC
079208258,"3030 Hoyt Ave., Everett, Washington (WA) 98201, United States (USA)",Norco Inc.
096768908,"4135 Stoneway North, Seattle, Washington (WA) 98103, United States (USA)",Norco Inc.
790003045,"7053 Revenue Drive, Baton Rouge, Louisiana (LA) 70809, United States (USA)",Owen Biosciences Inc
849218743,"340 Industrial Blvd., Camilla, Georgia (GA) 31730, United States (USA)","Equity Group Georgia Division, LLC n/k/a Keystone Foods LLC"
037600116,"6410 NE Halsey St, Suite 500, Portland, Oregon (OR) 97213-4742, United States (USA)",PROVIDENCE HEALTH & SERVICES - OREGON
118976116,"2560 Overland Ave, Burley, Idaho (ID) 83318, United States (USA)","Norco, Inc."
102723566,"330 N. Haven Dr., Twin Falls, Idaho (ID) 83301, United States (USA)","Norco, Inc."
623983454,"7929 Ruffner Avenue, Van Nuys, California (CA) 91406, United States (USA)",Apria Healthcare LLC
781047246,"5922 FARNSWORTH CT, Carlsbad, California (CA) 92008, United States (USA)","Carlsbad Technology, Inc."
968263561,"5923 BALFOUR CT, Carlsbad, California (CA) 92008, United States (USA)","Carlsbad Technology, Inc."
117117568,"1330 Redwood Way, Petaluma, California (CA) 94954-7122, United States (USA)","Bausch Health Americas, Inc."
809650005,"1820 Whitney Mesa Dr, Ste 100, Henderson, Nevada (NV) 89014, United States (USA)","Biodermis, LLC"
120810320,"2510 Dean Lesher Drive, Suite D, Concord, California (CA) 94520, United States (USA)",Apria Healthcare LLC
805600439,"3950 Schelden Circle, Bethlehem, Pennsylvania (PA) 18017, United States (USA)",Piramal Critical Care Inc
041169632,"304 Peterson Dr, Elizabethtown, Kentucky (KY) 42701-9369, United States (USA)","AIRGAS USA, LLC"
788511095,"1230 Macdade Blvd, Collingdale, Pennsylvania (PA) 19023, United States (USA)","Roberts Oxygen Company, Inc."
620007021,"2029 PLANK ROAD, CARROLLTOWN, Pennsylvania (PA) 15722, United States (USA)",CAMBRIA MEDICAL SUPPLY
831065214,"1120 Win Dr., Bethlehem, Pennsylvania (PA) 18017, United States (USA)","Digestive Care, Inc."
804671196,"23 Elizabeth Dr, Chester, New York (NY) 10918, United States (USA)",Isomedix Operations Inc.
019566108,"173 Elm St, Pittsfield, Massachusetts (MA) 01201, United States (USA)",T & C Flynn's Pharmacy Inc
001146091,"377 Research Pkwy Ste 2, Meriden, Connecticut (CT) 06450, United States (USA)","Brand-Nu Laboratories, LLC"
824717347,"806 River Rd, Charlestown, New Hampshire (NH) 03603-4150, United States (USA)","AIRGAS USA, LLC"
833243137,"217 West 3rd St, Carroll, Iowa (IA) 51401, United States (USA)","Carroll Apothecary, Inc. dba Home Care Medical Equipment"
007118524,"401 Funston Road, Kansas City, Kansas (KS) 66115, United States (USA)",Central Solutions Inc
883410581,"600 State Highway A, Lucerne, Missouri (MO) 64655-8286, United States (USA)","Murphy Brown LLC, Lucerne Feed Mill"
118377644,"4150 S 87th St, OMAHA, Nebraska (NE) 68127, United States (USA)","Helget Gas Products, Inc."
791873433,"1200 S Adams St, Stillwater, Oklahoma (OK) 74074-5477, United States (USA)",Stillwater Medical Center Authority DBA Cimarron Medical Services
185862984,"1200 Townline Road, Mundelein, Illinois (IL) 60060-4448, United States (USA)","Medline Industries, LP (f/k/a Medline Industries, Inc.)"
165006818,"223 N Main St, Lamar, Colorado (CO) 81052-2525, United States (USA)","AIRGAS USA, LLC"
847756426,"6685 W Us Highway 160, Alamosa, Colorado (CO) 81101-8508, United States (USA)","AIRGAS USA, LLC"
079721904,"12025 ROJAS SUITES C & D, EL PASO, Texas (TX) 79936, United States (USA)",MAJOR MEDICAL SUPPLY
943812438,"300 Metro Drive, Terrell, Texas (TX) 75160, United States (USA)",Messer LLC
090586962,"522 S Main St, Carlsbad, New Mexico (NM) 88220, United States (USA)","Plains Welding Supply, Inc"
957626724,"550 N Telshor Blvd, Las Cruces, New Mexico (NM) 88011-8223, United States (USA)",Linde Gas & Equipment Inc.
612394494,"3102 W Michigan St, Duluth, Minnesota (MN) 55806-1744, United States (USA)","AIRGAS USA, LLC"
087679247,"1243 Eagan Industrial Rd, Eagan, Minnesota (MN) 55121, United States (USA)",Northwest Respiratory Services
144318722,"818 Pioneer Street, Champaign, Illinois (IL) 61820, United States (USA)","Spectral Data Services, Inc."
157581703,"940 Lone Oak Road, Eagan, Minnesota (MN) 55121, United States (USA)",Ecolab Inc.
790302702,"1911 E North St, Kokomo, Indiana (IN) 46901-3169, United States (USA)","AIRGAS USA, LLC"
802675355,"835 S Saint Augustine Rd, Valdosta, Georgia (GA) 31601-3588, United States (USA)","AIRGAS USA, LLC"
619379279,"2695 Broadway, Macon, Georgia (GA) 31206-1271, United States (USA)","AIRGAS USA, LLC"
858582083,"265 Olinger Circle, Wilmington, Ohio (OH) 45177-2484, United States (USA)","Alkermes, Inc"
146626275,"2401 Centre Avenue South East, Albuquerque, New Mexico (NM) 87106, United States (USA)",Veterans Coop Study Program
178126868,"20858 Riverside Dr, Grundy, Virginia (VA) 24614, United States (USA)",Virginia Medical and Respiratory Equipment Inc
926687468,"3931 Garwood Ave, Portsmouth, Virginia (VA) 23701, United States (USA)","Roberts Oxygen Company, Inc."
829452689,"33 Nagog Park, Acton, Massachusetts (MA) 01720, United States (USA)",Element Materials Technology Boston - Acton Inc
827094355,"4 Keith Way #1, Hingham, Massachusetts (MA) 02043, United States (USA)",Lincare Inc.
809943665,"1203 TIMKIN RD, WOOSTER, Ohio (OH) 44691, United States (USA)",CARGILL INCORPORATED
831782748,"112 W. Knapp, Fayetteville, Arkansas (AR) 72704, United States (USA)",U of A Poultry Science Feed Mill
809960370,"5932 South Fwy, Fort Worth, Texas (TX) 76134, United States (USA)","Matheson Tri-Gas, Inc."
130104805,"4820 Eubank Blvd NE, Albuquerque, New Mexico (NM) 87111, United States (USA)","Meditrend, Inc. DBA Progena Professional Formulations"
805294014,"224 S. Main St., Lindsay, Oklahoma (OK) 73052, United States (USA)",Kalchem International Inc.
177319472,"4745 Wiley Post Way, Salt Lake City, Utah (UT) 84116, United States (USA)",Anesta LLC
021318345,"4745 Wiley Post Way, Salt Lake City, Utah (UT) 84116, United States (USA)",Cephalon LLC
807909502,"5075 E. 48th Ave., Denver, Colorado (CO) 80216, United States (USA)",Lincare Inc
147318815,"1268 S. 1380 W, Orem, Utah (UT) 84058, United States (USA)","Advance Medical Services, Inc. dba Petersen Medical"
806310637,"500 S 9Th St, Canon City, Colorado (CO) 81212-3861, United States (USA)","AIRGAS USA, LLC"
015624923,"117 S Walnut St, Osgood, Indiana (IN) 47037, United States (USA)",NATURAL PHARMACEUTICAL MANUFACTURING LLC
121581730,"7353 Company Dr, Indianapolis, Indiana (IN) 46237, United States (USA)",Apria Healthcare LLC
045802290,"2024 W 1st Street, Tempe, Arizona (AZ) 85281, United States (USA)",Lincare Inc
969149129,"3976 Cherry Avenue, Long Beach, California (CA) 90807-3727, United States (USA)",Air Source Industries
805614757,"1020 East Palmdale, Tucson, Arizona (AZ) 85714, United States (USA)",Lincare Inc.
848279089,"3410 E Beltline, Hibbing, Minnesota (MN) 55746-6003, United States (USA)","AIRGAS USA, LLC"
089590731,"3203 Lincoln Avenue STE 2, Two Rivers, Wisconsin (WI) 54241-1821, United States (USA)","Lakeshore Respiratory Therapy Care Services, SC dba Lakeshore Respiratory Therapy Services, Inc."
555510726,"1800 N 11th St, Reading, Pennsylvania (PA) 19604-1507, United States (USA)",Linde Gas & Equipment Inc.
084408371,"601 W Sunset Road, Henderson, Nevada (NV) 89011, United States (USA)",Linde Gas & Equipment Inc.
790263909,"1702 Industrial Dr, Sandpoint, Idaho (ID) 83864-9025, United States (USA)","Silgan Unicep Packaging, LLC."
139356232,"63024 Sherman Rd., Bend, Oregon (OR) 97703, United States (USA)","Norco, Inc."
859257297,"2256 Elmway, Okanogan, Washington (WA) 98840, United States (USA)","Oxarc, LLC"
122450901,"1500 E Wheeler Rd, Moses Lake, Washington (WA) 98837, United States (USA)","Oxarc, LLC"
783197932,"3530 N Ramsey Rd, Coeur D Alene, Idaho (ID) 83815, United States (USA)","Oxarc, LLC"
168319150,"328 W 1st Ave, Colville, Washington (WA) 99114, United States (USA)","Oxarc, LLC"
018698922,"1911 Meadowlark, Suite A, Butte, Montana (MT) 59701, United States (USA)","Norco, Inc."
615044419,"55 3Rd Ave, Kalispell, Montana (MT) 59901-4683, United States (USA)",Logan Health
832326438,"3071 Warehouse Rd, Fort Myers, Florida (FL) 33916-7614, United States (USA)","AIRGAS USA, LLC"
825199206,"315 Phillips Ave, South Hackensack, New Jersey (NJ) 07606, United States (USA)","AHS Investment Corp. dba At Home Medical, Inc."
040754764,"70 New Dutch Lane, Fairfield, New Jersey (NJ) 07004, United States (USA)","Consumer Product Testing Company, Inc"
800566825,"291 Route 22 East, Salem Industrial Park - Bldg. # 5,, Whitehouse, New Jersey (NJ) 08888, United States (USA)",Intertek USA Inc
482220311,"Hauptstrasse 144, Bubendorf,  4416, Switzerland (CHE)",Bachem AG
869312462,"100 N. Dennis St., Sublette, Kansas (KS) 67877, United States (USA)","Custom Tech Blends, Inc."
071957146,"2101 Clifton Ave, Saint Louis, Missouri (MO) 63139, United States (USA)",Chemisphere Corporation
622920320,"3612 Powhatan Road, Clayton, North Carolina (NC) 27527, United States (USA)","Novo Nordisk Pharmaceutical Industries, LP"
117465600,"627 Davis Drive, Morrisville, North Carolina (NC) 27560, United States (USA)",Alcami Carolinas Corporation
832394535,"4620 Creekstone Drive, Durham, North Carolina (NC) 27703, United States (USA)",Alcami Carolinas Corporation
117555114,"200 Innovation Drive, Morrisville, North Carolina (NC) 27560, United States (USA)",Alcami Carolinas Corporation
117555109,"419 Davis Drive, Morrisville, North Carolina (NC) 27560, United States (USA)",Alcami Carolinas Corporation
143380694,"103 Elk Park Drive, Asheville, North Carolina (NC) 28804, United States (USA)",Lincare Inc.
016758073,"11675 Crossroads Circle, Baltimore, Maryland (MD) 21220, United States (USA)",Eisai Inc.
874965262,"887 Kensington Ave, Buffalo, New York (NY) 14215-2720, United States (USA)",Safetec of America Inc.
135922784,"4715 TOWN CENTER DR STE A, COLORADO SPRINGS, Colorado (CO) 80916, United States (USA)",SUMMIT RESPIRATORY
782804041,"1414 E. 3850 S., St. George, Utah (UT) 84790, United States (USA)","Deseret Laboratories, Inc."
187271945,"425 North Illinois Street, Monticello, Indiana (IN) 47960, United States (USA)","Allen Medical, Inc"
063050751,"10860 N. Mavinee Dr, Oro Valley, Arizona (AZ) 85737, United States (USA)",St. Mary's Medical Park Pharmacy
113044205,"11865 Alameda St, Lynwood, California (CA) 90262, United States (USA)","P & L Development, LLC"
849207519,"6000 LELAND ST, VENTURA, California (CA) 93003, United States (USA)",FNC MEDICAL CORPORATION
783409162,"3598 Cadillac Ave., Costa Mesa, California (CA) 92626, United States (USA)","PYRAMID Laboratories, Inc."
040702529,"8934 Dice Road, Santa Fe Springs, California (CA) 90670, United States (USA)","Air Products and Chemicals, Inc."
148713329,"202 E CHESTNUT Street, MIFFLINBURG, Pennsylvania (PA) 17844, United States (USA)",CPO2
985745028,"Currabinny, Carrigaline, Cork P43 AY66, Ireland (IRL)",Thermo Fisher Scientific Cork Limited
485393768,"Wahlenstrasse 101/103, Laufen,  4242, Switzerland (CHE)",Ricola Ag
480227248,"Baselstrasse 31, Laufen,  4242, Switzerland (CHE)",Ricola Ag
350017879,"Rapsgatan 23D, Uppsala,  SE-754 50, Sweden (SWE)",Recipharm Uppsala AB
774341221,"Björkgatan 30, Uppsala, - SE-753 23, Sweden (SWE)",Recipharm Uppsala AB
434384007,"Via Per Ceriano Laghetto, Ceriano Laghetto, Monza E Brianza 20816, Italy (ITA)",BRACCO IMAGING SPA
650173537,"20th KM, Hosur Road, Electronics City, Bengaluru, Karnataka 560100, India (IND)",Biocon Limited
275043833,"Route de Marsat, Riom,  63200, France (FRA)",FAREVA Mirabel
406037531,"Snijderstraat 6, Katwijk ZH,  2222, Netherlands (NLD)",B.V. KATWIJK CHEMIE
260186259,"11 RUE ARISTIDE BERGES, LE PONT-DE-CLAIX, AUVERGNE RHONE ALPES 38800, France (FRA)",BECTON DICKINSON FRANCE
121183016,"2400 Pilot Knob Road, St Paul, Minnesota (MN) 55120, United States (USA)",Fagron Inc
658828116,"No. 19, Gong 4th Rd., Taoyuan City,  33759, Taiwan (TWN)","Cheng Fong Chemical Co., Ltd. Dayuan Factory"
537589637,"Columbiastrabe 14, Bad Kissingen,  97688, Germany (DEU)",Tentamus Pharma & Med Deutschland GmbH
332857510,"Dr.-Rudolf-Sachtleben-Str. 4, Duisburg, Nordrhein-Westfalen 47198, Germany (DEU)",Venator Germany GmbH
970278271,"Bragado 6156/58, Buenos Aires, - C1440ACZ, Argentina (ARG)",Laboratorio Opoterapico Argentino S.A
339447428,"VIA GUGLIELMO MARCONI 84, Agrate Brianza, Monza e della Brianza 20864, Italy (ITA)",INTERCOS EUROPE SPA
812579472,"Maiz No. 49, Barrio Xaltocan, Xochimilco, Mexico City, DF 16090, Mexico (MEX)",Boehringer Ingelheim Promeco S.A. de C.V.
216845337,"Dagger Lane, Elstree, Borehamwood,  WD6 3BX, United Kingdom (GBR)",Bio Products Laboratory Ltd
102885704,"424 E 2nd St, Port Angeles, Washington (WA) 98362, United States (USA)","Cammack's Pharmacies, Inc. dba Jim's Pharmacy"
121650725,"400 South East 10th St., Ontario, Oregon (OR) 97914, United States (USA)","Norco, Inc."
171399850,"19 E Sebree St, Dillon, Montana (MT) 59725, United States (USA)",Dillon Medical Supply
432126969,"VIA PRIMO VILLA 17, BURAGO DI MOLGORA,  20875, Italy (ITA)",CIT SRL
249893926,"617 rue McCaffrey, St-Laurent, Quebec H4T 1N3, Canada (CAN)",Spectrum Packaging Inc.
776352486,"Route des Falaises, Le Vaudreuil, Eure 27100, France (FRA)",Aptar France SAS
600087957,"., Sdom,  8695000, Israel (ISR)",Dead Sea Works Ltd - Potassium Chloride Plant
915387109,"Clutterbuckgunj, Bareilly, U.P. 243502, India (IND)",Oriental Aromatics Limited
800981276,"6027 Edgewood Bend Ct., San Diego, California (CA) 92130-8235, United States (USA)","Neurocrine Biosciences, Inc."
112791025,"226 Washington Street, Mount Vernon, New York (NY) 10553, United States (USA)","Refurbco, Inc"
945038586,"3039 South Hwy 97, Redmond, Oregon (OR) 97756, United States (USA)","Norco, Inc."
081301372,"501 5th St, Bristol, Tennessee (TN) 37620-2304, United States (USA)","Gregory Pharmaceutical Holdings, Inc., dba UPM Pharmaceuticals"
131438335,"Carr 189 Int 931 Bo. Navarro, Gurabo, Puerto Rico (PR) 00778, United States (USA)",Linde Puerto Rico B.V.
842170250,"4 Leonard St, Metuchen, New Jersey (NJ) 08840-1220, United States (USA)","Chromak Research, Inc."
825078165,"2030 Route 130 N, Burlington, New Jersey (NJ) 08016, United States (USA)","Quality Packaging Specialists International, LLC"
915312748,"13 Amrit Apartments, Mumbai, Maharashtra 400052, India (IND)",Capri Aromatics Pvt Ltd
248284184,"1370 East Kent Avenue, Vancouver, British Columbia V5X 2Y2, Canada (CAN)",Skretting Canada Inc.
041515958,"1401 Broadway, Denison, Iowa (IA) 51442, United States (USA)",Topko Home Health Equipment
883864076,"10811 Withers Cove Park Dr D, Charlotte, North Carolina (NC) 28278-6928, United States (USA)","Sterigenics U.S., LLC"
807500459,"1224 McDonald St, Charleston, West Virginia (WV) 25301, United States (USA)","Matheson Tri-Gas, Inc."
080046430,"21 Corporate Cir, Albany, New York (NY) 12203, United States (USA)","Curia Global, Inc."
018377093,"6025 Secor Road, Toledo, Ohio (OH) 43613, United States (USA)",Reliance Bottle Gas Company Inc. dba Reliance Oxygen & Equipment Co.
832100437,"10 Gay St, Longmont, Colorado (CO) 80501, United States (USA)","Super Gas, Inc."
804710358,"5055 East 48th Avenue, Denver, Colorado (CO) 80216, United States (USA)",Premier Medical Corporation
794215913,"112 W. Exchange St., Owosso, Michigan (MI) 48867, United States (USA)","Sobaks Home Medical, Inc."
078315309,"38415 Schoolcraft Rd, Livonia, Michigan (MI) 48150-1031, United States (USA)","Metro Medical Equipment, Inc."
147577555,"611 George St, La Crosse, Wisconsin (WI) 54603, United States (USA)","Mississippi Welders Supply Company, Inc."
884951450,"414 Service Ct NE Ste A, Rochester, Minnesota (MN) 55906, United States (USA)",Northwest Respiratory Services
125057720,"125 Corporate Dr, Holtsville, New York (NY) 11742-2007, United States (USA)","TANGRAM CHEMICAL, LLC"
809172885,"102 Life Science Drive, Olyphant, Pennsylvania (PA) 18447, United States (USA)","HK Kolmar USA, LLC"
060084159,"1214 Skippack Pike, Centre Square, Pennsylvania (PA) 19422, United States (USA)",John S. Posen
071413934,"621 3rd St South Suite 1, Glasgow, Montana (MT) 59230, United States (USA)",Frances Mahon Deaconess Hospital dba Frances Mahon Deaconess Hospital Home Oxygen
946857844,"1001 N. 1st St., Hamilton, Montana (MT) 59840, United States (USA)","Norco, Inc."
946853975,"1715 Idaho St., Lewiston, Idaho (ID) 83501, United States (USA)","Norco, Inc."
079738728,"1196 CEDAR FORK RD, TAZEWELL, Tennessee (TN) 37879, United States (USA)",ROTECH
827223488,"4637 Hwy 19 E, Ripley, Tennessee (TN) 38063, United States (USA)","Tennessee Medical Equipment, Inc."
058250333,"105 N. Banana River Dr, Merrit Island, Florida (FL) 32952, United States (USA)",Brevard Medical Equipment
148585441,"11960 SW 144 Street, Miami, Florida (FL) 33186, United States (USA)","Noven Pharmaceuticals, Inc."
938314754,"Street 122 Km 0.5 Ave 1, San German, Puerto Rico (PR) 00683, United States (USA)","FENWAL INTERNATIONAL, INC."
