ndc_code,proprietary_name,drug_dosage,drug_strength,ndc_id,drug_id,manufacturer_name
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,218,194,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,219,141,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,220,133,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,221,121,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,222,108,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,223,28,"Fresenius Kabi USA, LLC"
65219-466-60,Sodium Chloride 0.9% In Plastic Container,Injection,9 mg/1 mL,224,20,"Fresenius Kabi USA, LLC"
0338-0048-02,Sodium Chloride 0.9% In Plastic Container,Irrigation,900 mg/100 mL,225,625,Baxter Healthcare
0338-0048-02,Sodium Chloride 0.9% In Plastic Container,Irrigation,900 mg/100 mL,226,394,Baxter Healthcare
0338-0048-02,Sodium Chloride 0.9% In Plastic Container,Irrigation,900 mg/100 mL,227,299,Baxter Healthcare
0338-0048-02,Sodium Chloride 0.9% In Plastic Container,Irrigation,900 mg/100 mL,228,185,Baxter Healthcare
0338-1130-06,Premasol 10% Sulfite Free In Viaflex Plastic Container,Injection,0.1,229,635,Baxter Healthcare
0338-1130-06,Premasol 10% Sulfite Free In Viaflex Plastic Container,Injection,0.1,230,246,Baxter Healthcare
0338-1130-06,Premasol 10% Sulfite Free In Viaflex Plastic Container,Injection,0.1,231,150,Baxter Healthcare
0338-1130-06,Premasol 10% Sulfite Free In Viaflex Plastic Container,Injection,0.1,232,73,Baxter Healthcare
0338-1130-06,Premasol 10% Sulfite Free In Viaflex Plastic Container,Injection,0.1,233,36,Baxter Healthcare
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,234,630,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,235,626,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,236,590,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,237,516,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,238,481,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,239,474,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,240,452,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,241,236,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,242,197,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,243,181,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,244,171,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,245,170,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,246,110,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,247,46,"Lannett Company, Inc."
0527-1505-37,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,5 mg; 5 mg; 5 mg; 5 mg,248,45,"Lannett Company, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,249,612,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,250,573,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,251,513,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,252,421,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,253,345,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,254,330,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,255,296,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,256,232,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,257,157,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,258,104,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,259,94,"American Regent, Inc."
0517-1004-25,Atropine Sulfate,Injection,.4 mg/1 mL,260,25,"American Regent, Inc."
50222-505-50,Finacea,Gel,.15 g/1 g,261,113,Leo Pharma Inc.
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,262,622,"Fresenius Kabi USA, LLC"
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,263,548,"Fresenius Kabi USA, LLC"
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,264,252,"Fresenius Kabi USA, LLC"
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,265,204,"Fresenius Kabi USA, LLC"
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,266,129,"Fresenius Kabi USA, LLC"
76045-106-10,Dexamethasone Sodium Phosphate,Injection,4 mg/1 mL,267,105,"Fresenius Kabi USA, LLC"
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,268,600,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,269,510,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,270,468,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,271,463,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,272,457,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,273,441,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,274,300,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,275,289,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,276,152,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,277,111,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,278,80,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,279,79,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,280,72,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,281,71,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,282,40,Sintetica US
83090-006-10,Lidocaine Hydrochloride,Injection,20 mg/1 mL,283,19,Sintetica US
0990-6139-22,Sterile Water In Plastic Container,Irrigant,1 mL/1 mL,284,448,"ICU Medical, Inc."
0990-6139-22,Sterile Water In Plastic Container,Irrigant,1 mL/1 mL,285,406,"ICU Medical, Inc."
0990-6139-22,Sterile Water In Plastic Container,Irrigant,1 mL/1 mL,286,162,"ICU Medical, Inc."
0990-6139-22,Sterile Water In Plastic Container,Irrigant,1 mL/1 mL,287,16,"ICU Medical, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,288,630,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,289,626,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,290,590,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,291,516,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,292,481,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,293,474,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,294,452,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,295,236,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,296,197,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,297,181,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,298,171,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,299,170,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,300,110,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,301,46,"Teva Pharmaceuticals USA, Inc."
0555-0776-02,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate Tablets",Tablet,3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg,302,45,"Teva Pharmaceuticals USA, Inc."
0065-0397-15,Cyclogyl,Ophthalmic Solution,20 mg/1 mL,303,462,Alcon
63323-487-17,Xylocaine,Injection,.005 mg/1 mL; 10 mg/1 mL,304,517,"Fresenius Kabi USA, LLC"
63323-487-17,Xylocaine,Injection,.005 mg/1 mL; 10 mg/1 mL,305,495,"Fresenius Kabi USA, LLC"
63323-487-17,Xylocaine,Injection,.005 mg/1 mL; 10 mg/1 mL,306,262,"Fresenius Kabi USA, LLC"
63323-487-17,Xylocaine,Injection,.005 mg/1 mL; 10 mg/1 mL,307,182,"Fresenius Kabi USA, LLC"
0777-3105-30,Prozac,Capsule,20 mg,308,374,Eli Lilly and Co.
25021-311-04,Furosemide,Injection,10 mg/1 mL,309,599,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,310,538,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,311,445,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,312,328,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,313,315,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,314,295,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,315,160,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,316,69,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,317,67,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,318,51,Gland Pharma Limited
25021-311-04,Furosemide,Injection,10 mg/1 mL,319,34,Gland Pharma Limited
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,320,618,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,321,571,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,322,404,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,323,401,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,324,278,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,325,222,"Mylan Institutional, a Viatris Company"
67457-530-35,Leucovorin Calcium Preservative Free,Injection,350 mg/17.5 mL,326,184,"Mylan Institutional, a Viatris Company"
0169-4060-12,Victoza,Injection,6 mg/1 mL,327,446,"Novo Nordisk, Inc."
0169-4060-12,Victoza,Injection,6 mg/1 mL,328,145,"Novo Nordisk, Inc."
0169-4060-12,Victoza,Injection,6 mg/1 mL,329,115,"Novo Nordisk, Inc."
0169-4060-12,Victoza,Injection,6 mg/1 mL,330,3,"Novo Nordisk, Inc."
0169-4060-12,Victoza,Injection,6 mg/1 mL,331,2,"Novo Nordisk, Inc."
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,332,539,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,333,502,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,334,490,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,335,486,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,336,453,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,337,433,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,338,378,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,339,310,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,340,271,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,341,223,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,342,219,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,343,183,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,344,146,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,345,124,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,346,88,"Solco Healthcare US, LLC"
43547-608-10,Lisdexamfetamine Dimesylate,Capsule,70 mg,347,8,"Solco Healthcare US, LLC"
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,348,539,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,349,502,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,350,490,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,351,486,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,352,453,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,353,433,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,354,378,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,355,310,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,356,271,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,357,223,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,358,219,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,359,183,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,360,146,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,361,124,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,362,88,"Elite Laboratories, Inc."
64850-552-01,Lisdexamfetamine Dimesylate,Capsule,30 mg,363,8,"Elite Laboratories, Inc."
0093-0771-98,Pravastatin Sodium,Tablet,10 mg,364,409,"Teva Pharmaceuticals USA, Inc."
0169-4772-12,Ozempic,Injection,2.68 mg/1 mL,365,535,"Novo Nordisk, Inc."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,366,620,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,367,583,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,368,543,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,369,493,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,370,480,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,371,402,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,372,319,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,373,311,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,374,304,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,375,292,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,376,282,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,377,270,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,378,269,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,379,266,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,380,259,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,381,245,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,382,241,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,383,231,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,384,227,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,385,194,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,386,141,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,387,133,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,388,121,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,389,108,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,390,28,"Laboratorios Grifols, S.A."
79672-613-05,"Sodium Chloride 0.9%, 1000 Ml Fleboflex Plastic Container",Injection,0.90%,391,20,"Laboratorios Grifols, S.A."
66215-101-03,Tracleer,Tablet,62.5 mg,392,352,Actelion Pharmaceuticals
0409-1749-29,Marcaine With Epinephrine,Injection,"Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000)",393,611,"Hospira, Inc., a Pfizer Company"
0409-1749-29,Marcaine With Epinephrine,Injection,"Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000)",394,591,"Hospira, Inc., a Pfizer Company"
0409-1749-29,Marcaine With Epinephrine,Injection,"Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000)",395,350,"Hospira, Inc., a Pfizer Company"
0409-1749-29,Marcaine With Epinephrine,Injection,"Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000)",396,233,"Hospira, Inc., a Pfizer Company"
0409-1749-29,Marcaine With Epinephrine,Injection,"Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000)",397,29,"Hospira, Inc., a Pfizer Company"
24208-735-06,Pentolair,Ophthalmic Solution,10 mg/1 mL,398,462,Bausch & Lomb Incorporated
0591-0844-01,Glipizide,"Tablet, Extended Release",5 mg,399,562,"Teva Pharmaceuticals USA, Inc."
0591-0844-01,Glipizide,"Tablet, Extended Release",5 mg,400,549,"Teva Pharmaceuticals USA, Inc."
0591-0844-01,Glipizide,"Tablet, Extended Release",5 mg,401,132,"Teva Pharmaceuticals USA, Inc."
0264-7750-10,Lactated Ringers,Injection,.02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL,402,532,B. Braun Medical Inc.
0264-7750-10,Lactated Ringers,Injection,.02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL,403,527,B. Braun Medical Inc.
0264-7750-10,Lactated Ringers,Injection,.02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL,404,519,B. Braun Medical Inc.
0264-7750-10,Lactated Ringers,Injection,.02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL,405,332,B. Braun Medical Inc.
0264-7750-10,Lactated Ringers,Injection,.02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL,406,1,B. Braun Medical Inc.
63323-484-57,Xylocaine,Injection,5 mg/1 mL,407,600,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,408,510,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,409,468,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,410,463,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,411,457,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,412,441,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,413,300,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,414,289,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,415,152,"Fresenius Kabi USA, LLC"
63323-484-57,Xylocaine,Injection,5 mg/1 mL,416,111,"Fresenius Kabi USA, LLC"
