duns_number,firm_name,address
869507236,"Founders Healthcare LLC, DBA Preferred Homecare","1964 Mesquite Ave, Lake Havasu City, Arizona (AZ) 86403, United States (USA)"
079713202,General Distributing Company,"103 Bridger Center Drive, Bozeman, Montana (MT) 59715, United States (USA)"
027534882,Olympic Ambulance Inc. DBA Olympic Oxygen Service,"601 W. Hendrickson Rd., Sequim, Washington (WA) 98382, United States (USA)"
118500234,"AIRGAS USA, LLC","1737 Washington St, Oregon City, Oregon (OR) 97045-1066, United States (USA)"
831563155,Seattle Children's Hospital,"2525 220th Street SE, Suite 101, Bothell, Washington (WA) 98021, United States (USA)"
118752453,Bakelite Chemicals LLC,"2190 Old Salem Rd Ne, Albany, Oregon (OR) 97321, United States (USA)"
079208258,Norco Inc.,"3030 Hoyt Ave., Everett, Washington (WA) 98201, United States (USA)"
096768908,Norco Inc.,"4135 Stoneway North, Seattle, Washington (WA) 98103, United States (USA)"
790003045,Owen Biosciences Inc,"7053 Revenue Drive, Baton Rouge, Louisiana (LA) 70809, United States (USA)"
849218743,"Equity Group Georgia Division, LLC n/k/a Keystone Foods LLC","340 Industrial Blvd., Camilla, Georgia (GA) 31730, United States (USA)"
037600116,PROVIDENCE HEALTH & SERVICES - OREGON,"6410 NE Halsey St, Suite 500, Portland, Oregon (OR) 97213-4742, United States (USA)"
118976116,"Norco, Inc.","2560 Overland Ave, Burley, Idaho (ID) 83318, United States (USA)"
102723566,"Norco, Inc.","330 N. Haven Dr., Twin Falls, Idaho (ID) 83301, United States (USA)"
623983454,Apria Healthcare LLC,"7929 Ruffner Avenue, Van Nuys, California (CA) 91406, United States (USA)"
968263561,"Carlsbad Technology, Inc.","5923 BALFOUR CT, Carlsbad, California (CA) 92008, United States (USA)"
781047246,"Carlsbad Technology, Inc.","5922 FARNSWORTH CT, Carlsbad, California (CA) 92008, United States (USA)"
117117568,"Bausch Health Americas, Inc.","1330 Redwood Way, Petaluma, California (CA) 94954-7122, United States (USA)"
809650005,"Biodermis, LLC","1820 Whitney Mesa Dr, Ste 100, Henderson, Nevada (NV) 89014, United States (USA)"
120810320,Apria Healthcare LLC,"2510 Dean Lesher Drive, Suite D, Concord, California (CA) 94520, United States (USA)"
805600439,Piramal Critical Care Inc,"3950 Schelden Circle, Bethlehem, Pennsylvania (PA) 18017, United States (USA)"
041169632,"AIRGAS USA, LLC","304 Peterson Dr, Elizabethtown, Kentucky (KY) 42701-9369, United States (USA)"
788511095,"Roberts Oxygen Company, Inc.","1230 Macdade Blvd, Collingdale, Pennsylvania (PA) 19023, United States (USA)"
620007021,CAMBRIA MEDICAL SUPPLY,"2029 PLANK ROAD, CARROLLTOWN, Pennsylvania (PA) 15722, United States (USA)"
831065214,"Digestive Care, Inc.","1120 Win Dr., Bethlehem, Pennsylvania (PA) 18017, United States (USA)"
804671196,Isomedix Operations Inc.,"23 Elizabeth Dr, Chester, New York (NY) 10918, United States (USA)"
019566108,T & C Flynn's Pharmacy Inc,"173 Elm St, Pittsfield, Massachusetts (MA) 01201, United States (USA)"
001146091,"Brand-Nu Laboratories, LLC","377 Research Pkwy Ste 2, Meriden, Connecticut (CT) 06450, United States (USA)"
824717347,"AIRGAS USA, LLC","806 River Rd, Charlestown, New Hampshire (NH) 03603-4150, United States (USA)"
833243137,"Carroll Apothecary, Inc. dba Home Care Medical Equipment","217 West 3rd St, Carroll, Iowa (IA) 51401, United States (USA)"
007118524,Central Solutions Inc,"401 Funston Road, Kansas City, Kansas (KS) 66115, United States (USA)"
883410581,"Murphy Brown LLC, Lucerne Feed Mill","600 State Highway A, Lucerne, Missouri (MO) 64655-8286, United States (USA)"
118377644,"Helget Gas Products, Inc.","4150 S 87th St, OMAHA, Nebraska (NE) 68127, United States (USA)"
791873433,Stillwater Medical Center Authority DBA Cimarron Medical Services,"1200 S Adams St, Stillwater, Oklahoma (OK) 74074-5477, United States (USA)"
185862984,"Medline Industries, LP (f/k/a Medline Industries, Inc.)","1200 Townline Road, Mundelein, Illinois (IL) 60060-4448, United States (USA)"
165006818,"AIRGAS USA, LLC","223 N Main St, Lamar, Colorado (CO) 81052-2525, United States (USA)"
847756426,"AIRGAS USA, LLC","6685 W Us Highway 160, Alamosa, Colorado (CO) 81101-8508, United States (USA)"
079721904,MAJOR MEDICAL SUPPLY,"12025 ROJAS SUITES C & D, EL PASO, Texas (TX) 79936, United States (USA)"
943812438,Messer LLC,"300 Metro Drive, Terrell, Texas (TX) 75160, United States (USA)"
090586962,"Plains Welding Supply, Inc","522 S Main St, Carlsbad, New Mexico (NM) 88220, United States (USA)"
957626724,Linde Gas & Equipment Inc.,"550 N Telshor Blvd, Las Cruces, New Mexico (NM) 88011-8223, United States (USA)"
612394494,"AIRGAS USA, LLC","3102 W Michigan St, Duluth, Minnesota (MN) 55806-1744, United States (USA)"
087679247,Northwest Respiratory Services,"1243 Eagan Industrial Rd, Eagan, Minnesota (MN) 55121, United States (USA)"
144318722,"Spectral Data Services, Inc.","818 Pioneer Street, Champaign, Illinois (IL) 61820, United States (USA)"
157581703,Ecolab Inc.,"940 Lone Oak Road, Eagan, Minnesota (MN) 55121, United States (USA)"
790302702,"AIRGAS USA, LLC","1911 E North St, Kokomo, Indiana (IN) 46901-3169, United States (USA)"
802675355,"AIRGAS USA, LLC","835 S Saint Augustine Rd, Valdosta, Georgia (GA) 31601-3588, United States (USA)"
619379279,"AIRGAS USA, LLC","2695 Broadway, Macon, Georgia (GA) 31206-1271, United States (USA)"
858582083,"Alkermes, Inc","265 Olinger Circle, Wilmington, Ohio (OH) 45177-2484, United States (USA)"
146626275,Veterans Coop Study Program,"2401 Centre Avenue South East, Albuquerque, New Mexico (NM) 87106, United States (USA)"
178126868,Virginia Medical and Respiratory Equipment Inc,"20858 Riverside Dr, Grundy, Virginia (VA) 24614, United States (USA)"
926687468,"Roberts Oxygen Company, Inc.","3931 Garwood Ave, Portsmouth, Virginia (VA) 23701, United States (USA)"
829452689,Element Materials Technology Boston - Acton Inc,"33 Nagog Park, Acton, Massachusetts (MA) 01720, United States (USA)"
827094355,Lincare Inc.,"4 Keith Way #1, Hingham, Massachusetts (MA) 02043, United States (USA)"
809943665,CARGILL INCORPORATED,"1203 TIMKIN RD, WOOSTER, Ohio (OH) 44691, United States (USA)"
831782748,U of A Poultry Science Feed Mill,"112 W. Knapp, Fayetteville, Arkansas (AR) 72704, United States (USA)"
809960370,"Matheson Tri-Gas, Inc.","5932 South Fwy, Fort Worth, Texas (TX) 76134, United States (USA)"
130104805,"Meditrend, Inc. DBA Progena Professional Formulations","4820 Eubank Blvd NE, Albuquerque, New Mexico (NM) 87111, United States (USA)"
805294014,Kalchem International Inc.,"224 S. Main St., Lindsay, Oklahoma (OK) 73052, United States (USA)"
177319472,Anesta LLC,"4745 Wiley Post Way, Salt Lake City, Utah (UT) 84116, United States (USA)"
021318345,Cephalon LLC,"4745 Wiley Post Way, Salt Lake City, Utah (UT) 84116, United States (USA)"
807909502,Lincare Inc,"5075 E. 48th Ave., Denver, Colorado (CO) 80216, United States (USA)"
147318815,"Advance Medical Services, Inc. dba Petersen Medical","1268 S. 1380 W, Orem, Utah (UT) 84058, United States (USA)"
806310637,"AIRGAS USA, LLC","500 S 9Th St, Canon City, Colorado (CO) 81212-3861, United States (USA)"
015624923,NATURAL PHARMACEUTICAL MANUFACTURING LLC,"117 S Walnut St, Osgood, Indiana (IN) 47037, United States (USA)"
121581730,Apria Healthcare LLC,"7353 Company Dr, Indianapolis, Indiana (IN) 46237, United States (USA)"
045802290,Lincare Inc,"2024 W 1st Street, Tempe, Arizona (AZ) 85281, United States (USA)"
969149129,Air Source Industries,"3976 Cherry Avenue, Long Beach, California (CA) 90807-3727, United States (USA)"
805614757,Lincare Inc.,"1020 East Palmdale, Tucson, Arizona (AZ) 85714, United States (USA)"
848279089,"AIRGAS USA, LLC","3410 E Beltline, Hibbing, Minnesota (MN) 55746-6003, United States (USA)"
089590731,"Lakeshore Respiratory Therapy Care Services, SC dba Lakeshore Respiratory Therapy Services, Inc.","3203 Lincoln Avenue STE 2, Two Rivers, Wisconsin (WI) 54241-1821, United States (USA)"
555510726,Linde Gas & Equipment Inc.,"1800 N 11th St, Reading, Pennsylvania (PA) 19604-1507, United States (USA)"
084408371,Linde Gas & Equipment Inc.,"601 W Sunset Road, Henderson, Nevada (NV) 89011, United States (USA)"
790263909,"Silgan Unicep Packaging, LLC.","1702 Industrial Dr, Sandpoint, Idaho (ID) 83864-9025, United States (USA)"
139356232,"Norco, Inc.","63024 Sherman Rd., Bend, Oregon (OR) 97703, United States (USA)"
859257297,"Oxarc, LLC","2256 Elmway, Okanogan, Washington (WA) 98840, United States (USA)"
122450901,"Oxarc, LLC","1500 E Wheeler Rd, Moses Lake, Washington (WA) 98837, United States (USA)"
783197932,"Oxarc, LLC","3530 N Ramsey Rd, Coeur D Alene, Idaho (ID) 83815, United States (USA)"
168319150,"Oxarc, LLC","328 W 1st Ave, Colville, Washington (WA) 99114, United States (USA)"
018698922,"Norco, Inc.","1911 Meadowlark, Suite A, Butte, Montana (MT) 59701, United States (USA)"
615044419,Logan Health,"55 3Rd Ave, Kalispell, Montana (MT) 59901-4683, United States (USA)"
832326438,"AIRGAS USA, LLC","3071 Warehouse Rd, Fort Myers, Florida (FL) 33916-7614, United States (USA)"
825199206,"AHS Investment Corp. dba At Home Medical, Inc.","315 Phillips Ave, South Hackensack, New Jersey (NJ) 07606, United States (USA)"
040754764,"Consumer Product Testing Company, Inc","70 New Dutch Lane, Fairfield, New Jersey (NJ) 07004, United States (USA)"
800566825,Intertek USA Inc,"291 Route 22 East, Salem Industrial Park - Bldg. # 5,, Whitehouse, New Jersey (NJ) 08888, United States (USA)"
482220311,Bachem AG,"Hauptstrasse 144, Bubendorf,  4416, Switzerland (CHE)"
869312462,"Custom Tech Blends, Inc.","100 N. Dennis St., Sublette, Kansas (KS) 67877, United States (USA)"
071957146,Chemisphere Corporation,"2101 Clifton Ave, Saint Louis, Missouri (MO) 63139, United States (USA)"
622920320,"Novo Nordisk Pharmaceutical Industries, LP","3612 Powhatan Road, Clayton, North Carolina (NC) 27527, United States (USA)"
117555114,Alcami Carolinas Corporation,"200 Innovation Drive, Morrisville, North Carolina (NC) 27560, United States (USA)"
832394535,Alcami Carolinas Corporation,"4620 Creekstone Drive, Durham, North Carolina (NC) 27703, United States (USA)"
117465600,Alcami Carolinas Corporation,"627 Davis Drive, Morrisville, North Carolina (NC) 27560, United States (USA)"
117555109,Alcami Carolinas Corporation,"419 Davis Drive, Morrisville, North Carolina (NC) 27560, United States (USA)"
143380694,Lincare Inc.,"103 Elk Park Drive, Asheville, North Carolina (NC) 28804, United States (USA)"
016758073,Eisai Inc.,"11675 Crossroads Circle, Baltimore, Maryland (MD) 21220, United States (USA)"
874965262,Safetec of America Inc.,"887 Kensington Ave, Buffalo, New York (NY) 14215-2720, United States (USA)"
135922784,SUMMIT RESPIRATORY,"4715 TOWN CENTER DR STE A, COLORADO SPRINGS, Colorado (CO) 80916, United States (USA)"
782804041,"Deseret Laboratories, Inc.","1414 E. 3850 S., St. George, Utah (UT) 84790, United States (USA)"
187271945,"Allen Medical, Inc","425 North Illinois Street, Monticello, Indiana (IN) 47960, United States (USA)"
063050751,St. Mary's Medical Park Pharmacy,"10860 N. Mavinee Dr, Oro Valley, Arizona (AZ) 85737, United States (USA)"
113044205,"P & L Development, LLC","11865 Alameda St, Lynwood, California (CA) 90262, United States (USA)"
849207519,FNC MEDICAL CORPORATION,"6000 LELAND ST, VENTURA, California (CA) 93003, United States (USA)"
783409162,"PYRAMID Laboratories, Inc.","3598 Cadillac Ave., Costa Mesa, California (CA) 92626, United States (USA)"
040702529,"Air Products and Chemicals, Inc.","8934 Dice Road, Santa Fe Springs, California (CA) 90670, United States (USA)"
148713329,CPO2,"202 E CHESTNUT Street, MIFFLINBURG, Pennsylvania (PA) 17844, United States (USA)"
985745028,Thermo Fisher Scientific Cork Limited,"Currabinny, Carrigaline, Cork P43 AY66, Ireland (IRL)"
480227248,Ricola Ag,"Baselstrasse 31, Laufen,  4242, Switzerland (CHE)"
485393768,Ricola Ag,"Wahlenstrasse 101/103, Laufen,  4242, Switzerland (CHE)"
777990813,Astrea Monts,"18 Rue De Montbazon, Monts,  37260, France (FRA)"
350017879,Recipharm Uppsala AB,"Rapsgatan 23D, Uppsala,  SE-754 50, Sweden (SWE)"
774341221,Recipharm Uppsala AB,"Björkgatan 30, Uppsala, - SE-753 23, Sweden (SWE)"
434384007,BRACCO IMAGING SPA,"Via Per Ceriano Laghetto, Ceriano Laghetto, Monza E Brianza 20816, Italy (ITA)"
650173537,Biocon Limited,"20th KM, Hosur Road, Electronics City, Bengaluru, Karnataka 560100, India (IND)"
275043833,FAREVA Mirabel,"Route de Marsat, Riom,  63200, France (FRA)"
406037531,B.V. KATWIJK CHEMIE,"Snijderstraat 6, Katwijk ZH,  2222, Netherlands (NLD)"
260186259,BECTON DICKINSON FRANCE,"11 RUE ARISTIDE BERGES, LE PONT-DE-CLAIX, AUVERGNE RHONE ALPES 38800, France (FRA)"
121183016,Fagron Inc,"2400 Pilot Knob Road, St Paul, Minnesota (MN) 55120, United States (USA)"
658828116,"Cheng Fong Chemical Co., Ltd. Dayuan Factory","No. 19, Gong 4th Rd., Taoyuan City,  33759, Taiwan (TWN)"
537589637,Tentamus Pharma & Med Deutschland GmbH,"Columbiastrabe 14, Bad Kissingen,  97688, Germany (DEU)"
332857510,Venator Germany GmbH,"Dr.-Rudolf-Sachtleben-Str. 4, Duisburg, Nordrhein-Westfalen 47198, Germany (DEU)"
970278271,Laboratorio Opoterapico Argentino S.A,"Bragado 6156/58, Buenos Aires, - C1440ACZ, Argentina (ARG)"
339447428,INTERCOS EUROPE SPA,"VIA GUGLIELMO MARCONI 84, Agrate Brianza, Monza e della Brianza 20864, Italy (ITA)"
812579472,Boehringer Ingelheim Promeco S.A. de C.V.,"Maiz No. 49, Barrio Xaltocan, Xochimilco, Mexico City, DF 16090, Mexico (MEX)"
216845337,Bio Products Laboratory Ltd,"Dagger Lane, Elstree, Borehamwood,  WD6 3BX, United Kingdom (GBR)"
102885704,"Cammack's Pharmacies, Inc. dba Jim's Pharmacy","424 E 2nd St, Port Angeles, Washington (WA) 98362, United States (USA)"
121650725,"Norco, Inc.","400 South East 10th St., Ontario, Oregon (OR) 97914, United States (USA)"
171399850,Dillon Medical Supply,"19 E Sebree St, Dillon, Montana (MT) 59725, United States (USA)"
432126969,CIT SRL,"VIA PRIMO VILLA 17, BURAGO DI MOLGORA,  20875, Italy (ITA)"
249893926,Spectrum Packaging Inc.,"617 rue McCaffrey, St-Laurent, Quebec H4T 1N3, Canada (CAN)"
776352486,Aptar France SAS,"Route des Falaises, Le Vaudreuil, Eure 27100, France (FRA)"
600087957,Dead Sea Works Ltd - Potassium Chloride Plant,"., Sdom,  8695000, Israel (ISR)"
915387109,Oriental Aromatics Limited,"Clutterbuckgunj, Bareilly, U.P. 243502, India (IND)"
800981276,"Neurocrine Biosciences, Inc.","6027 Edgewood Bend Ct., San Diego, California (CA) 92130-8235, United States (USA)"
112791025,"Refurbco, Inc","226 Washington Street, Mount Vernon, New York (NY) 10553, United States (USA)"
945038586,"Norco, Inc.","3039 South Hwy 97, Redmond, Oregon (OR) 97756, United States (USA)"
081301372,"Gregory Pharmaceutical Holdings, Inc., dba UPM Pharmaceuticals","501 5th St, Bristol, Tennessee (TN) 37620-2304, United States (USA)"
131438335,Linde Puerto Rico B.V.,"Carr 189 Int 931 Bo. Navarro, Gurabo, Puerto Rico (PR) 00778, United States (USA)"
842170250,"Chromak Research, Inc.","4 Leonard St, Metuchen, New Jersey (NJ) 08840-1220, United States (USA)"
825078165,"Quality Packaging Specialists International, LLC","2030 Route 130 N, Burlington, New Jersey (NJ) 08016, United States (USA)"
915312748,Capri Aromatics Pvt Ltd,"13 Amrit Apartments, Mumbai, Maharashtra 400052, India (IND)"
248284184,Skretting Canada Inc.,"1370 East Kent Avenue, Vancouver, British Columbia V5X 2Y2, Canada (CAN)"
041515958,Topko Home Health Equipment,"1401 Broadway, Denison, Iowa (IA) 51442, United States (USA)"
883864076,"Sterigenics U.S., LLC","10811 Withers Cove Park Dr D, Charlotte, North Carolina (NC) 28278-6928, United States (USA)"
807500459,"Matheson Tri-Gas, Inc.","1224 McDonald St, Charleston, West Virginia (WV) 25301, United States (USA)"
080046430,"Curia Global, Inc.","21 Corporate Cir, Albany, New York (NY) 12203, United States (USA)"
018377093,Reliance Bottle Gas Company Inc. dba Reliance Oxygen & Equipment Co.,"6025 Secor Road, Toledo, Ohio (OH) 43613, United States (USA)"
832100437,"Super Gas, Inc.","10 Gay St, Longmont, Colorado (CO) 80501, United States (USA)"
804710358,Premier Medical Corporation,"5055 East 48th Avenue, Denver, Colorado (CO) 80216, United States (USA)"
794215913,"Sobaks Home Medical, Inc.","112 W. Exchange St., Owosso, Michigan (MI) 48867, United States (USA)"
078315309,"Metro Medical Equipment, Inc.","38415 Schoolcraft Rd, Livonia, Michigan (MI) 48150-1031, United States (USA)"
147577555,"Mississippi Welders Supply Company, Inc.","611 George St, La Crosse, Wisconsin (WI) 54603, United States (USA)"
884951450,Northwest Respiratory Services,"414 Service Ct NE Ste A, Rochester, Minnesota (MN) 55906, United States (USA)"
125057720,"TANGRAM CHEMICAL, LLC","125 Corporate Dr, Holtsville, New York (NY) 11742-2007, United States (USA)"
809172885,"HK Kolmar USA, LLC","102 Life Science Drive, Olyphant, Pennsylvania (PA) 18447, United States (USA)"
060084159,John S. Posen,"1214 Skippack Pike, Centre Square, Pennsylvania (PA) 19422, United States (USA)"
071413934,Frances Mahon Deaconess Hospital dba Frances Mahon Deaconess Hospital Home Oxygen,"621 3rd St South Suite 1, Glasgow, Montana (MT) 59230, United States (USA)"
946857844,"Norco, Inc.","1001 N. 1st St., Hamilton, Montana (MT) 59840, United States (USA)"
946853975,"Norco, Inc.","1715 Idaho St., Lewiston, Idaho (ID) 83501, United States (USA)"
079738728,ROTECH,"1196 CEDAR FORK RD, TAZEWELL, Tennessee (TN) 37879, United States (USA)"
827223488,"Tennessee Medical Equipment, Inc.","4637 Hwy 19 E, Ripley, Tennessee (TN) 38063, United States (USA)"
058250333,Brevard Medical Equipment,"105 N. Banana River Dr, Merrit Island, Florida (FL) 32952, United States (USA)"
148585441,"Noven Pharmaceuticals, Inc.","11960 SW 144 Street, Miami, Florida (FL) 33186, United States (USA)"
938314754,"FENWAL INTERNATIONAL, INC.","Street 122 Km 0.5 Ave 1, San German, Puerto Rico (PR) 00683, United States (USA)"
825646862,"Cosmetic Essence, LLC dba Voyant Beauty","1135 Pleasantview Ter, Ridgefield, New Jersey (NJ) 07657, United States (USA)"
